"time","Q_m3pd"
2021-12-13,58052.740728284
2021-12-14,40636.9185097988
2021-12-15,28445.8429568592
2021-12-16,19912.0900698014
2021-12-17,19571.4910033102
2021-12-18,62097.3529935906
2021-12-19,43562.9423027748
2021-12-20,30494.0596119424
2021-12-21,21345.8417283597
2021-12-22,14942.0892098518
2021-12-23,10459.4624468962
2021-12-24,7321.62371282737
2021-12-25,5125.13659897916
2021-12-26,3587.59561928541
2021-12-27,2511.31693349979
2021-12-28,1757.92185344985
2021-12-29,95559.9944113123
2021-12-30,82840.7438862613
2021-12-31,77649.8083872092
